상지 배제 후방 신전,한발 후방 신전,프레스업,능동 요추 잠금 IR 신전-회전 50도,수동 요추 잠금 IR 신전-회전 50도,능동 엎드린자세 팔꿈치지지 신전-회전 30도,수동 엎드린자세 팔꿈치지지 신전-회전 30도,롤링,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:P:4_4:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:X1:4_4:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:X2:4_4:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:P:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:X1:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:X2:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:P:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:X:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:O:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:P:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:X:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:X_P:4_3:false,수동 요추 잠금 IR 신전-회전 50도:O:4_4:true,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:O:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:P:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:X1:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:X2:4_6:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:P:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:X:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:X_P:4_5:false,수동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_6:false,롤링:O:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:P:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:X:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:X_P:4_2:false,능동 요추 잠금 IR 신전-회전 50도:O:4_3:false,,능동 엎드린자세 팔꿈치지지 신전-회전 30도:O:4_5:false,,롤링:O:4_11:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:X_P:4_18:false,프레스업:O:4_2:true,
상지 배제 후방 신전:X_P:4_1:false,한발 후방 신전:O:4_18:true,
상지 배제 후방 신전:O:4_1:true,
