능동 앉은자세 경골 외회전 20도,수동 앉은자세 경골 외회전 20도,result
능동 앉은자세 경골 외회전 20도:X_P:5_15:false,수동 앉은자세 경골 외회전 20도:P:5_16:true,NaN
능동 앉은자세 경골 외회전 20도:X_P:5_15:false,수동 앉은자세 경골 외회전 20도:X:5_16:true,NaN
능동 앉은자세 경골 외회전 20도:X_P:5_15:false,수동 앉은자세 경골 외회전 20도:O:5_16:true,NaN
능동 앉은자세 경골 외회전 20도:O:5_15:true,NaN
