능동 앉은자세 경골 내회전 20도,수동 앉은자세 경골 내회전 20도,
능동 앉은자세 경골 내회전 20도:X_P:5_17:false,수동 앉은자세 경골 내회전 20도:P:5_18:true,
능동 앉은자세 경골 내회전 20도:X_P:5_17:false,수동 앉은자세 경골 내회전 20도:X:5_18:true,
능동 앉은자세 경골 내회전 20도:X_P:5_17:false,수동 앉은자세 경골 내회전 20도:O:5_18:true,
능동 앉은자세 경골 내회전 20도:O:5_17:true,
